"ID","CODE_CATEGORY","REF_CODE","DESC_EN","DESC_BM","ADDBY","UPDATEBY","CREATED_AT","UPDATED_AT","PRIORITY","6731","RTW_SP_SERVICETYPE","RTW_ST_PHY","PHYSIOTHERAPY"
163763,panel_code,"86",DOCUMENTATION BASE CARE (DBC JALAN KUCHING),,,,2021-01-19 15:52:43,2021-01-19 15:52:43,,,,,
163764,panel_code,"87",PUSAT FISIOTERAPI & REHABILITASI MAIWP-PICOMS (JALAN IPOH),,,,2021-01-19 15:52:43,2021-01-19 15:52:43,,,,,
163765,panel_code,"88",PARKCITY MEDICAL CENTRE (DESA PARK CITY),,,,2021-01-19 15:52:43,2021-01-19 15:52:43,,,,,
163766,panel_code,"89",TAGS SPECIALISTS CENTER SDN BHD (HQ) (JALAN PUDU ULU),,,,2021-01-19 15:52:43,2021-01-19 15:52:43,,,,,
163767,panel_code,"9",TAGS SPINE & JOINT SPECIALISTS (JB),,,,2021-01-19 15:52:43,2021-01-19 15:52:43,,,,,
163768,panel_code,"90",KPJ TAWAKKAL HEALTH CENTRE (JALAN PAHANG),,,,2021-01-19 15:52:43,2021-01-19 15:52:43,,,,,
163769,panel_code,"91",TAMAN DESA MEDICAL CENTRE (TAMAN DESA),,,,2021-01-19 15:52:43,2021-01-19 15:52:43,,,,,
163770,panel_code,"92",MY FLEX HEALTH GROUP SDN BHD (BUKIT JALIL),,,,2021-01-19 15:52:43,2021-01-19 15:52:43,,,,,
163771,panel_code,"93",NURSINAR GLOBAL ENTERPRISE (TAMAN SETIAWANGSA),,,,2021-01-19 15:52:43,2021-01-19 15:52:43,,,,,
163772,panel_code,"94",WQ PARK HEALTH & REHABILITATION CENTRE (SRI RAMPAI),,,,2021-01-19 15:52:43,2021-01-19 15:52:43,,,,,
163773,panel_code,"95",APPLE PHYSIOTHERAPY CENTRE (DESA PANDAN),,,,2021-01-19 15:52:43,2021-01-19 15:52:43,,,,,
163774,panel_code,"96",YOUR PHYSIO SDN BHD (HQ) (CHERAS),,,,2021-01-19 15:52:43,2021-01-19 15:52:43,,,,,
163775,panel_code,"97",MALAYSIAN MEDICAL & HEALTHCARE CENTRE (JALAN IPOH),,,,2021-01-19 15:52:43,2021-01-19 15:52:43,,,,,
163776,panel_code,"98",WORLD RENAISSANCE PHYSIOTHERAPY (AMPANG),,,,2021-01-19 15:52:43,2021-01-19 15:52:43,,,,,
163777,panel_code,"99",DIAMAGNETIC PHYSIO CENTRE SDN BHD (CHERAS),,,,2021-01-19 15:52:43,2021-01-19 15:52:43,,,,,
17000,rtw_sp_serviceType,rtw_st_phy,PHYSIOTHERAPY,,,,,,,,,,
17001,rtw_sp_serviceType,rtw_st_occ,OCCUPATIONAL THERAPY,,,,,,,,,,
17002,rtw_sp_serviceType,rtw_st_spe,SPEECH THERAPY,,,,,,,,,,
17003,rtw_sp_serviceType,rtw_st_fun,FUNCTIONAL CAPACITY EVALUATION & REPORT,,,,,,,,,,
17004,rtw_sp_serviceType,rtw_st_serv_by_pack,SERVICES BY PACKAGE,,,,,,,,,,
17005,rtw_sp_serviceType,rtw_st_ass,ASSESSMENT & REPORT,,,,,,,,,,
17006,rtw_sp_serviceType,rtw_st_dry,DRY NEEDLING/ACUPUNCTURE,,,,,,,,,,
17007,rtw_sp_serviceType,rtw_st_serv_by_mod,SERVICES BY MODALITIES,,,,,,,,,,
17008,rtw_sp_serviceType,rtw_st_con,CONSULTATION,,,,,,,,,,
17009,rtw_sp_serviceType,rtw_st_hos,HOSTEL,,,,,,,,,,
17010,rtw_sp_serviceType,rtw_st_psy,PSYCHOLOGY,,,,,,,,,,
17011,rtw_sp_serviceType,rtw_st_adm,ADMINISTRATION SERVICES,,,,,,,,,,
18000,rtw_sp_service,rtw_s1_phy,Physiotherapy Treatment,,,,,,,,,,
18001,rtw_sp_service,rtw_s2_man,Manual Therapy,,,,,,,,,,
18002,rtw_sp_service,rtw_s3_pai,Pain Management,,,,,,,,,,
18003,rtw_sp_service,rtw_s4_mus,Musculoskeletal Rehabilitation,,,,,,,,,,
18004,rtw_sp_service,rtw_s5_spo,Sport Injuries Rehabilitation,,,,,,,,,,
18005,rtw_sp_service,rtw_s6_str,Stroke Rehabilitation,,,,,,,,,,
18006,rtw_sp_service,rtw_s7_spi,Spinal Cord Injury Rehabilitation,,,,,,,,,,
18007,rtw_sp_service,rtw_s8_tra,Traumatic Brain Injury Rehabilitation,,,,,,,,,,
18008,rtw_sp_service,rtw_s9_amp,Amputee Rehabilitation,,,,,,,,,,
18009,rtw_sp_service,rtw_s10_car,Cardiorespiratory Rehabilitation,,,,,,,,,,
18010,rtw_sp_service,rtw_s11_hyd,Hydrotherapy,,,,,,,,,,
18011,rtw_sp_service,rtw_s32_hom,Home Therapy + Mileage,,,,,,,,,,
18012,rtw_sp_service,rtw_s13_gro,Group Therapy And Exercises,,,,,,,,,,
18013,rtw_sp_service,rtw_s14_bur,Burn Management,,,,,,,,,,
18014,rtw_sp_service,rtw_s40_pat,Patient And Family Education Including Talk Workshop And Training,,,,,,,,,,
18015,rtw_sp_service,rtw_s16_wom,Women And Men Health,,,,,,,,,,
18016,rtw_sp_service,rtw_s17_oth,Other Neurological Or Rare Diseases Rehabilitation Such As Parkinson/Multiple Sclerosis/Muscular Dysthropy/Systemic Lupus/Ankylosing Spondylotis/Gullain Barre 1Syndrome,,,,,,,,,,
18017,rtw_sp_service,rtw_s18_alt,Alter-G (Anti Graviti) Physio,,,,,,,,,,
18018,rtw_sp_service,rtw_s19_tbi,Tbion (Tibion Bionic Technology) Rehab,,,,,,,,,,
18019,rtw_sp_service,rtw_s20_che,Chest Physiotherapy Manual,,,,,,,,,,
18020,rtw_sp_service,rtw_s21_che,Chest Physiotherapy Suction Machine,,,,,,,,,,
18021,rtw_sp_service,rtw_s22_han,Hand Function Training,,,,,,,,,,
18022,rtw_sp_service,rtw_s23_fin,Fine Motor Training,,,,,,,,,,
18023,rtw_sp_service,rtw_s24_cog,Cognitive Training,,,,,,,,,,
18024,rtw_sp_service,rtw_s25_occ,Occupational Therapy Treatment,,,,,,,,,,
18025,rtw_sp_service,rtw_s26_adl,Adl Training (Basic And Instrumental Adl),,,,,,,,,,
18026,rtw_sp_service,rtw_s27_the,Therapeutic Activities,,,,,,,,,,
18027,rtw_sp_service,rtw_s28_spl,Splinting,,,,,,,,,,
18028,rtw_sp_service,rtw_s98_pre,Pressure Garment,,,,,,,,,,
18029,rtw_sp_service,rtw_s30_cog,Cognitive And Perceptual Training,,,,,,,,,,
18030,rtw_sp_service,rtw_s31_ot,Ot Tx/ Therapeutic Exercise,,,,,,,,,,
18031,rtw_sp_service,rtw_s33_aid,Aids And Adaptations,,,,,,,,,,
18032,rtw_sp_service,rtw_s34_wor,Work Rehabilitation (Conditioning & Hardening),,,,,,,,,,
18033,rtw_sp_service,rtw_s35_wor,Work Simulation Training / Work Hardening,,,,,,,,,,
18034,rtw_sp_service,rtw_s36_dri,Driving Training,,,,,,,,,,
18035,rtw_sp_service,rtw_s37_veh,Vehicle Modification,,,,,,,,,,
18036,rtw_sp_service,rtw_s38_fun,Functional Ergonomic Training,,,,,,,,,,
18037,rtw_sp_service,rtw_s39_mob,Mobility Training (Wheelchair/ Walking Aids/ Prosthetic Etc),,,,,,,,,,
18038,rtw_sp_service,rtw_s41_tra,Transitional Living Care Facility),,,,,,,,,,
18039,rtw_sp_service,rtw_s42_sen,Sensory Education,,,,,,,,,,
18040,rtw_sp_service,rtw_s44_tre,Treatment,,,,,,,,,,
18041,rtw_sp_service,rtw_s45_reh,Rehab Specialist - Initial Session,,,,,,,,,,
18042,rtw_sp_service,rtw_s46_reh,Rehab Specialist - Follow Up Session,,,,,,,,,,
18043,rtw_sp_service,rtw_s47_med,Medical Officer - Initial Session,,,,,,,,,,
18044,rtw_sp_service,rtw_s48_med,Medical Officer - Follow Up Session,,,,,,,,,,
18045,rtw_sp_service,rtw_s49_gen,General Pt Assessment & Report,,,,,,,,,,
18046,rtw_sp_service,rtw_s50_gen,General Ot Assessment & Report,,,,,,,,,,
18047,rtw_sp_service,rtw_s51_neu,Neuro/ Spinal Cord Injury Assessment & Report,,,,,,,,,,
18048,rtw_sp_service,rtw_s52_cog,Cognitive Assessment (Cognab)/ Perceptual Assessment & Report,,,,,,,,,,
18049,rtw_sp_service,rtw_s53_hom,Home Modification Assessment & Report,,,,,,,,,,
18050,rtw_sp_service,rtw_s54_wor,Worksite Assessment & Report,,,,,,,,,,
18051,rtw_sp_service,rtw_s55_dri,Driving Assessment & Report,,,,,,,,,,
18052,rtw_sp_service,rtw_s56_whe,Wheelchair Assessment & Report,,,,,,,,,,
18053,rtw_sp_service,rtw_s57_pro,Prosthetic/ Amputation Assessment & Report,,,,,,,,,,
18054,rtw_sp_service,rtw_s58_spe,Speech Therapy Assessment & Report,,,,,,,,,,
18055,rtw_sp_service,rtw_s59_psy,Psychological Assessment & Report,,,,,,,,,,
18056,rtw_sp_service,rtw_s60_sen,Sensory Perception Test,,,,,,,,,,
18057,rtw_sp_service,rtw_s61_cli,Clinical Observation Neuromotor Performance,,,,,,,,,,
18058,rtw_sp_service,rtw_s62_vis,Visual Perception Test,,,,,,,,,,
18059,rtw_sp_service,rtw_s63_gen,General Fce & Report,,,,,,,,,,
18060,rtw_sp_service,rtw_s64_bas,Basic Fce,,,,,,,,,,
18061,rtw_sp_service,rtw_s65_com,Complete Fce (Bte Primus),,,,,,,,,,
18062,rtw_sp_service,rtw_s66_by,By Part Fce (Bte Primus),,,,,,,,,,
18063,rtw_sp_service,rtw_s67_upp,Upper Extremity & Hand Fce & Report,,,,,,,,,,
18064,rtw_sp_service,rtw_s68_tru,Trunk & Lower Extremity Fce & Report,,,,,,,,,,
18065,rtw_sp_service,rtw_s69_upp,"Upper, Trunk, Lower Extremity Fce & Report",,,,,,,,,,
18066,rtw_sp_service,rtw_s70_neu,Neurological Fce & Report,,,,,,,,,,
18067,rtw_sp_service,rtw_s71_car,Cardiopulmonary Fce & Report,,,,,,,,,,
18068,rtw_sp_service,rtw_s72_cog,Cognitive/ Perceptuan Function Fce & Report,,,,,,,,,,
18069,rtw_sp_service,rtw_s73_fir,First Registration Fees,,,,,,,,,,
18070,rtw_sp_service,rtw_s74_fol,Follow Up Session Fees,,,,,,,,,,
18071,rtw_sp_service,rtw_s75_inp,Inpatient - Hostel & Makan,,,,,,,,,,
18072,rtw_sp_service,rtw_s76_dry,Dry Needling Package,,,,,,,,,,
18073,rtw_sp_service,rtw_s77_the,Therapeutic Ultrasound,,,,,,,,,,
18074,rtw_sp_service,rtw_s78_hyd,Hydrocollator Pack,,,,,,,,,,
18075,rtw_sp_service,rtw_s79_ten,Tens,,,,,,,,,,
18076,rtw_sp_service,rtw_s80_cry,Cryocuff,,,,,,,,,,
18077,rtw_sp_service,rtw_s81_ice,Ice Pack,,,,,,,,,,
18078,rtw_sp_service,rtw_s82_par,Paraffin Wax,,,,,,,,,,
18079,rtw_sp_service,rtw_s83_dum,Dumb Bell,,,,,,,,,,
18080,rtw_sp_service,rtw_s84_san,Sandbag,,,,,,,,,,
18081,rtw_sp_service,rtw_s85_gym,Gym Ball,,,,,,,,,,
18082,rtw_sp_service,rtw_s86_pul,Pulley,,,,,,,,,,
18083,rtw_sp_service,rtw_s87_wal,Wall Bar,,,,,,,,,,
18084,rtw_sp_service,rtw_s88_par,Parallel Bar,,,,,,,,,,
18085,rtw_sp_service,rtw_s89_til,Tilt Table,,,,,,,,,,
18086,rtw_sp_service,rtw_s90_pli,Plinth And Bobath Plinth,,,,,,,,,,
18087,rtw_sp_service,rtw_s91_exe,Exercise Mat,,,,,,,,,,
18088,rtw_sp_service,rtw_s92_sta,Static Cycle,,,,,,,,,,
18089,rtw_sp_service,rtw_s93_mec,Mechanical Traction,,,,,,,,,,
18090,rtw_sp_service,rtw_s94_sta,Stairs,,,,,,,,,,
18091,rtw_sp_service,rtw_s95_adl,Adl Kits,,,,,,,,,,
18092,rtw_sp_service,rtw_s96_fin,Fine Motor Kits,,,,,,,,,,
18093,rtw_sp_service,rtw_s97_spl,Splint,,,,,,,,,,
18094,rtw_sp_service,rtw_s99_the,Thera Putty,,,,,,,,,,
18095,rtw_sp_service,rtw_s100_the,Thera Band,,,,,,,,,,
18096,rtw_sp_service,rtw_s101_han,Hand Exerciser Equipment,,,,,,,,,,
18097,rtw_sp_service,rtw_s102_swd,Swd,,,,,,,,,,
18098,rtw_sp_service,rtw_s103_con,Continuous Passive Machine,,,,,,,,,,
18099,rtw_sp_service,rtw_s104_int,Interferential Ift,,,,,,,,,,
18100,rtw_sp_service,rtw_s105_amb,Ambulation,,,,,,,,,,
18101,rtw_sp_service,rtw_s106_hot,Hot Pack,,,,,,,,,,
18102,rtw_sp_service,rtw_s107_tra,Traction,,,,,,,,,,
18103,rtw_sp_service,rtw_s108_tre,Treadmill,,,,,,,,,,
18104,rtw_sp_service,rtw_s109_ele,Electrical Stimulation,,,,,,,,,,
18105,rtw_sp_service,rtw_s110_hyd,Hydro Collator Pack,,,,,,,,,,
18106,rtw_sp_service,rtw_s111_inf,Infrared,,,,,,,,,,
18107,rtw_sp_service,rtw_s112_bas,Basic - Desensitisation Kit,,,,,,,,,,
18108,rtw_sp_service,rtw_s113_exe,Exercise In Gym,,,,,,,,,,
163899,zone_code,"1",ZON UTARA,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163900,zone_code,"2",ZON SELATAN,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163901,zone_code,"3",ZON TIMUR,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163902,zone_code,"4",ZON BORNEO,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163903,zone_code,"5",ZON TENGAH,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163904,rehab_status,"1",New,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163905,rehab_status,"2",In Action,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163906,rehab_status,"3",Cancel,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163907,rehab_status,"4",Complete,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163908,rtw_hr_category,"1",Doctor/ Specialist,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163909,rtw_hr_category,"2",Physiotherapist,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163910,rtw_hr_category,"3",Occupational Therapist,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163911,rtw_hr_category,"4",Speech Therapist,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163912,rtw_hr_category,"5",Psychologist,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163913,rtw_hr_category,"6",Nurse,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163914,rtw_hr_category,"7",Caunselor,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163915,rtw_hr_category,"8",Others,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163916,rtw_hr_qualification,"1",Diploma,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163917,rtw_hr_qualification,"2",Degree,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163918,rtw_hr_qualification,"3",Advance Degree,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163919,rtw_hr_qualification,"4",PHD,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163920,rtw_hr_qualification,"5",Others,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163921,wsa_status,"1",New,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163922,wsa_status,"2",Pending appointment,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163923,wsa_status,"3",Pending WSA,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163924,wsa_status,"4",Completed,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163925,ms_dia_essa,"0",Not applicable,Not applicable,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163926,ms_dia_essa,"1",No,No,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163927,ms_dia_essa,"2",Yes,Yes,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163928,ms_mom_status,"0",In progress,In progress,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163929,ms_mom_status,"1",Completed,Completed,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163930,rcmapvaction,"25",SI Approval,Lulus SPI,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163931,rcmapvaction,"26",SBK Approval,Lulus SBK,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163932,rtw_vtm_training,rtw_vtm_b98,blank,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163933,rtw_vtm_b98,rtw_vtm_b2,blank,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163934,rtw_vtm_d33,rtw_vtm_c_l_s,c. Laundry Skills,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163935,rtw_vtm_s80,rtw_vtm_a_g_t_s_u_i_t_c,"A GUIDE TO SCAFFOLD USE IN THE CONSTRUCTION
INDUSTRY",,,,2021-01-19 15:52:44,2021-01-19 15:52:48,,,,,
163936,rtw_vtm_o_m_p,rtw_vtm_a_i_a_r,"Accident Investigation and Reporting
Workshop",,,,2021-01-19 15:52:44,2021-01-19 15:52:48,,,,,
163937,rtw_vtm_o_s_h_s,rtw_vtm_a_i_r_i_p,"Accident Investigation Reporting in Plantation
Industry",,,,2021-01-19 15:52:44,2021-01-19 15:52:48,,,,,
163938,rtw_vtm_d32,rtw_vtm_a_f,Acrylic Fabrication,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163939,rtw_vtm_n_s_p_p,rtw_vtm_a_k_s_c,Air Kelantan Safety Card,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163940,rtw_vtm_t_e,rtw_vtm_a_p_e,Asas Pendawaian Elektrik,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163941,rtw_vtm_t_t,rtw_vtm_a_e_s_p_f_c_s_a,Authorised Entrant & Standby Person for Confined Space AESP,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163942,rtw_vtm_o_s_p,rtw_vtm_a_e_a_s_p_c_s,"Authorised Entrant and Standby Person
For Confined Space",,,,2021-01-19 15:52:44,2021-01-19 15:52:48,,,,,
163943,rtw_vtm_o_h_p,rtw_vtm_a_e_a_s_p_c_s_t_c,"Authorised Entrant and Standby Person
For Confined Space - TM Contractor",,,,2021-01-19 15:52:44,2021-01-19 15:52:48,,,,,
163944,rtw_vtm_o_h_p,rtw_vtm_a_e_a_s_p_c_s_t_s,"Authorised Entrant and Standby Person
For Confined Space - TM Staff",,,,2021-01-19 15:52:44,2021-01-19 15:52:48,,,,,
163945,rtw_vtm_o_s_p,rtw_vtm_a_e_a_s_p_f_s,"Authorised Entrant and Standby Person For
Confined Space",,,,2021-01-19 15:52:44,2021-01-19 15:52:48,,,,,
163946,rtw_vtm_o_m_p,rtw_vtm_a_e_a_s_p_f_s7,"Authorised Entrant and Standby Person For
Confined Space",,,,2021-01-19 15:52:44,2021-01-19 15:52:48,,,,,
163947,rtw_vtm_o_s_p,rtw_vtm_a_e_a_s_p_f_s_t_c,"Authorised Entrant and Standby Person For
Confined Space - TM Contractor",,,,2021-01-19 15:52:44,2021-01-19 15:52:48,,,,,
163948,rtw_vtm_o_s_p,rtw_vtm_a_e_a_s_p_f_s_t_s,"Authorised Entrant and Standby Person For
Confined Space - TM Staff",,,,2021-01-19 15:52:44,2021-01-19 15:52:48,,,,,
163949,rtw_vtm_o_s_p,rtw_vtm_a_e_a_s_p_f_s_r,"Authorised Entrant and Standby Person For
Confined Space Refresher",,,,2021-01-19 15:52:44,2021-01-19 15:52:48,,,,,
163950,rtw_vtm_o_s_p,rtw_vtm_a_e_a_s_p_f_c,"Authorised Entrant and Standby Person For Confined
Space",,,,2021-01-19 15:52:44,2021-01-19 15:52:48,,,,,
163951,rtw_vtm_o_s_p,rtw_vtm_a_e_a_s_p_f_c_t_c,"Authorised Entrant and Standby Person For Confined
Space - TM Contractor",,,,2021-01-19 15:52:44,2021-01-19 15:52:48,,,,,
163952,rtw_vtm_o_s_p,rtw_vtm_a_e_a_s_p_f_c_t_s,"Authorised Entrant and Standby Person For Confined
Space - TM Staff",,,,2021-01-19 15:52:44,2021-01-19 15:52:48,,,,,
163953,rtw_vtm_o_s_p,rtw_vtm_a_e_a_s_p_f_c_r,"Authorised Entrant and Standby Person For Confined
Space Refresher",,,,2021-01-19 15:52:44,2021-01-19 15:52:48,,,,,
163954,rtw_vtm_o_s_p,rtw_vtm_a_e_a_s_p_f_c_s,Authorised Entrant and Standby Person For Confined Space,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163955,rtw_vtm_o_s_p,rtw_vtm_a_e_a_s_p_f_c_s_t_c,Authorised Entrant and Standby Person For Confined Space - TM Contractor,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163956,rtw_vtm_o_s_p,rtw_vtm_a_e_a_s_p_f_c_s_r,Authorised Entrant and Standby Person For Confined Space Refresher,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163957,rtw_vtm_o_m_p,rtw_vtm_a_e_a_s_p_f_c_s_r6,Authorised Entrant and Standby Person For Confined Space Refresher,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163958,rtw_vtm_o_s_p,rtw_vtm_a_e_a_s_p_f_c_s_r_t_c,Authorised Entrant and Standby Person For Confined Space Refresher - TM Contractor,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163959,rtw_vtm_o_m_p,rtw_vtm_a_e_a_s_p_f_c_s_f_t_c,Authorised Entrant And Stanby Person For Confined Space For TM's Contractor,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163960,rtw_vtm_o_m_p,rtw_vtm_a_e_a_s_p_f_c_s_f_t_s,Authorised Entrant And Stanby Person For Confined Space For TM's Staff,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163961,rtw_vtm_o_m_p,rtw_vtm_a_e_a_s_p_f_c_s_r_f_t_c,Authorised Entrant And Stanby Person For Confined Space Refresher For TM's Contractor,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163962,rtw_vtm_t_t,rtw_vtm_a_g_t_e_s_f_c_s_a,Authorised Gas Tester & Entry Supervisor For Confined Space AGTES,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163963,rtw_vtm_o_s_p,rtw_vtm_a_g_t_a_e_s_c_s,"Authorised Gas Tester and Entry Supervisor
For Confined Space",,,,2021-01-19 15:52:44,2021-01-19 15:52:48,,,,,
163964,rtw_vtm_o_s_p,rtw_vtm_a_g_t_a_e_s_c_s_r,"Authorised Gas Tester and Entry Supervisor
For Confined Space -Refresher",,,,2021-01-19 15:52:44,2021-01-19 15:52:48,,,,,
163965,rtw_vtm_o_s_p,rtw_vtm_a_g_t_a_e_s_f_s,"Authorised Gas Tester and Entry Supervisor For
Confined Space",,,,2021-01-19 15:52:44,2021-01-19 15:52:48,,,,,
163966,rtw_vtm_o_m_p,rtw_vtm_a_g_t_a_e_s_f_s8,"Authorised Gas Tester and Entry Supervisor For
Confined Space",,,,2021-01-19 15:52:44,2021-01-19 15:52:48,,,,,
163967,rtw_vtm_o_s_p,rtw_vtm_a_g_t_a_e_s_f_s_r,"Authorised Gas Tester and Entry Supervisor For
Confined Space Refresher",,,,2021-01-19 15:52:44,2021-01-19 15:52:48,,,,,
163968,rtw_vtm_o_m_p,rtw_vtm_a_g_t_a_e_s_f_s_r9,"Authorised Gas Tester and Entry Supervisor For
Confined Space Refresher",,,,2021-01-19 15:52:44,2021-01-19 15:52:48,,,,,
163969,rtw_vtm_o_s_p,rtw_vtm_a_g_t_a_e_s_f_c_s,Authorised Gas Tester and Entry Supervisor For Confined Space,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163970,rtw_vtm_o_g,rtw_vtm_a_g_t_a_e_s_f_c_s_o_a,Authorised Gas Tester and Entry Supervisor For Confined Space OGSP+AESP + AGTES,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163971,rtw_vtm_o_s_p,rtw_vtm_a_g_t_a_e_s_f_c_s_r,Authorised Gas Tester and Entry Supervisor For Confined Space Refresher,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163972,rtw_vtm_p_d_s,rtw_vtm_a,Autocad,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163973,rtw_vtm_a18,rtw_vtm_a_w_s_p,Automotive Worshop Safety & Practise,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163974,rtw_vtm_training,rtw_vtm_a_a_k,ASAS APLIKASI KOMPUTER,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163975,rtw_vtm_training,rtw_vtm_a_k_s_l_h_j,ASAS KIMPALAN SMAW & LUKISAN HAMPARAN JEJARI,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163976,rtw_vtm_training,rtw_vtm_a_k_s_l_h_s,ASAS KIMPALAN SMAW & LUKISAN HAMPARAN SELARI,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163977,rtw_vtm_training,rtw_vtm_a17,AUTOMATION,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163978,rtw_vtm_training,rtw_vtm_a18,AUTOMOTIF,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163979,rtw_vtm_training,rtw_vtm_a_p,AWARENESS PROGRAMMES,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163980,rtw_vtm_e_p,rtw_vtm_b_p,Back Protection,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163981,rtw_vtm_j,rtw_vtm_b_b_h,Baju Blouse Hamil,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163982,rtw_vtm_j,rtw_vtm_b_b_l,Baju Blouse Longgar,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163983,rtw_vtm_j,rtw_vtm_b_b_s_s,Baju Blouse Separa Sendat,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163984,rtw_vtm_j,rtw_vtm_b_c,Baju Cheongsam,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163985,rtw_vtm_j,rtw_vtm_b_c_i,Baju Choali India,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163986,rtw_vtm_j,rtw_vtm_b_k_t,Baju Kebaya Tradisional,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163987,rtw_vtm_j,rtw_vtm_b_k_l_p,Baju Kemaja Lengan Pendek,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163988,rtw_vtm_j,rtw_vtm_b_k_l_p8,Baju Kemeja Lengan Panjang,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163989,rtw_vtm_j,rtw_vtm_b_k,Baju Korporat,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163990,rtw_vtm_j,rtw_vtm_b_k10,Baju Kurta,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
163991,rtw_vtm_j,rtw_vtm_b_k_k,Baju Kurung Kedah,,,,2021-01-19 15:52:44,2021-01-19 15:52:44,,,,,
